INFO:root:Scraping for search term tomography
INFO:root:Scraping for search term tomography
INFO:root:Scraping for search term tomography
INFO:root:Scraping for search term tomography
INFO:root:Adding one toimaging techniquenew mentions total63.0
INFO:root:Adding one towide varietynew mentions total33.0
INFO:root:Adding one togreat potentialnew mentions total34.0
INFO:root:Adding one tolarge numbernew mentions total35.0
INFO:root:Adding one tofluorescence microscopynew mentions total72.0
INFO:root:Adding one toconfocal laser scanning microscopynew mentions total17.0
INFO:root:Adding one todrug deliverynew mentions total61.0
INFO:root:Adding one toimaging techniquesnew mentions total139.0
INFO:root:Adding one toimaging techniquenew mentions total64.0
INFO:root:Adding one tomicroscopy imagesnew mentions total22.0
INFO:root:Adding one toimaging techniquesnew mentions total140.0
INFO:root:Adding one toimaging techniquenew mentions total65.0
INFO:root:Adding one toreal timenew mentions total40.0
INFO:root:Adding one tomicroscopy imagesnew mentions total23.0
INFO:root:Adding one tomechanical propertiesnew mentions total66.0
INFO:root:Adding one tofluorescence microscopynew mentions total73.0
INFO:root:Adding one tolarge numbernew mentions total36.0
INFO:root:Adding one tomass spectrometrynew mentions total39.0
INFO:root:Adding one toimaging techniquenew mentions total66.0
INFO:root:Adding one tomicroscopy imagesnew mentions total24.0
INFO:root:Adding one tofirst stepnew mentions total40.0
INFO:root:Adding one topotential applicationsnew mentions total13.0
INFO:root:Adding one tofluorescence microscopynew mentions total74.0
INFO:root:Adding one todifferent techniquesnew mentions total7.0
INFO:root:Adding one todifferent techniquesnew mentions total8.0
INFO:root:Adding one tonew insightsnew mentions total31.0
INFO:root:Adding one toet alnew mentions total76.0
INFO:root:Adding one tolarge numbernew mentions total37.0
INFO:root:Adding one todifferent techniquesnew mentions total9.0
INFO:root:Adding one toimaging techniquesnew mentions total141.0
INFO:root:Adding one toimaging techniquenew mentions total67.0
INFO:root:Adding one totemporal resolutionnew mentions total64.0
INFO:root:Adding one tosurface morphologynew mentions total19.0
INFO:root:Adding one toblood cellsnew mentions total21.0
INFO:root:Adding one tored bloodnew mentions total23.0
INFO:root:Adding one tomechanical propertiesnew mentions total67.0
INFO:root:Adding one topresent worknew mentions total40.0
INFO:root:Adding one toenergy dispersivenew mentions total21.0
INFO:root:Adding one totemporal resolutionnew mentions total65.0
INFO:root:Adding one tomicroscopy imagesnew mentions total25.0
INFO:root:Adding one tofluorescence microscopynew mentions total75.0
INFO:root:Adding one tocell countnew mentions total25.0
INFO:root:Adding one tophase contrastnew mentions total22.0
INFO:root:Adding one toimaging techniquenew mentions total84.0
INFO:root:Adding one toreal timenew mentions total56.0
INFO:root:Adding one totemporal resolutionnew mentions total68.0
INFO:root:Adding one tofluorescence microscopynew mentions total112.0
INFO:root:Adding one tophase contrastnew mentions total23.0
INFO:root:Adding one towell understoodnew mentions total29.0
INFO:root:Adding one tomouse modelnew mentions total58.0
INFO:root:Adding one towild typenew mentions total27.0
INFO:root:Adding one tonew insightsnew mentions total45.0
INFO:root:Adding one tostructural changesnew mentions total56.0
INFO:root:Adding one tomouse modelnew mentions total59.0
INFO:root:Adding one towell understoodnew mentions total30.0
INFO:root:Adding one tonew insightsnew mentions total46.0
INFO:root:Adding one togreat potentialnew mentions total45.0
INFO:root:Adding one toimaging techniquesnew mentions total156.0
INFO:root:Adding one toimaging techniquenew mentions total85.0
INFO:root:Adding one towide varietynew mentions total31.0
INFO:root:Adding one tophase contrastnew mentions total24.0
INFO:root:Adding one toarticle presentsnew mentions total20.0
INFO:root:Adding one tomechanical propertiesnew mentions total76.0
INFO:root:Adding one topresent worknew mentions total26.0
INFO:root:Adding one tobiomedical applicationsnew mentions total20.0
INFO:root:Adding one tomicroscopy imagesnew mentions total22.0
INFO:root:Adding one tosurface morphologynew mentions total13.0
INFO:root:Adding one tomechanical propertiesnew mentions total77.0
INFO:root:Adding one tocell wallnew mentions total25.0
INFO:root:Adding one tomicroscopy imagesnew mentions total23.0
INFO:root:Adding one toenvironmental factorsnew mentions total15.0
INFO:root:Adding one tomechanical propertiesnew mentions total78.0
INFO:root:Adding one tosurface morphologynew mentions total14.0
INFO:root:Adding one tomechanical propertiesnew mentions total79.0
INFO:root:Adding one tofluorescence microscopynew mentions total113.0
INFO:root:Adding one tonovel approachnew mentions total23.0
INFO:root:Adding one tomicroscopy imagesnew mentions total24.0
INFO:root:Adding one topotential applicationsnew mentions total39.0
INFO:root:Adding one topotential applicationsnew mentions total40.0
INFO:root:Adding one toimaging techniquenew mentions total86.0
INFO:root:Adding one towide varietynew mentions total32.0
INFO:root:Adding one togreat potentialnew mentions total46.0
INFO:root:Adding one tolarge numbernew mentions total42.0
INFO:root:Adding one tofluorescence microscopynew mentions total114.0
INFO:root:Adding one toconfocal laser scanning microscopynew mentions total13.0
INFO:root:Adding one todrug deliverynew mentions total63.0
INFO:root:Adding one toimaging techniquesnew mentions total157.0
INFO:root:Adding one toimaging techniquenew mentions total87.0
INFO:root:Adding one tomicroscopy imagesnew mentions total25.0
INFO:root:Adding one tocell countnew mentions total25.0
INFO:root:Adding one toreal timenew mentions total62.0
INFO:root:Adding one topaper proposenew mentions total37.0
INFO:root:Adding one tonew insightsnew mentions total32.0
INFO:root:Adding one tocancer cellsnew mentions total176.0
INFO:root:Adding one toremain poorlynew mentions total13.0
INFO:root:Adding one toblood cellsnew mentions total34.0
INFO:root:Adding one tored bloodnew mentions total46.0
INFO:root:Adding one tofluorescence microscopynew mentions total122.0
INFO:root:Adding one tofluorescence microscopynew mentions total123.0
INFO:root:Adding one tocommercially availablenew mentions total46.0
INFO:root:Adding one toimaging techniquenew mentions total92.0
INFO:root:Adding one topotential applicationsnew mentions total41.0
INFO:root:Adding one togreat potentialnew mentions total58.0
INFO:root:Adding one toimaging techniquenew mentions total93.0
INFO:root:Adding one toneuronal activitynew mentions total28.0
INFO:root:Adding one tofluorescence imagingnew mentions total102.0
INFO:root:Adding one tomicroscopy imagesnew mentions total17.0
INFO:root:Adding one tomicroscopy imagesnew mentions total18.0
INFO:root:Adding one tofluorescence microscopynew mentions total124.0
INFO:root:Adding one tocancer cellsnew mentions total177.0
INFO:root:Adding one togreat potentialnew mentions total59.0
INFO:root:Adding one tonew insightsnew mentions total33.0
INFO:root:Adding one tomechanical propertiesnew mentions total53.0
INFO:root:Adding one toright eyenew mentions total50.0
INFO:root:Adding one tocell countnew mentions total26.0
INFO:root:Adding one tofluorescence microscopynew mentions total125.0
INFO:root:Adding one tophase contrastnew mentions total22.0
INFO:root:Adding one toimaging techniquenew mentions total94.0
INFO:root:Adding one toreal timenew mentions total63.0
INFO:root:Adding one totemporal resolutionnew mentions total40.0
INFO:root:Adding one tofluorescence microscopynew mentions total126.0
INFO:root:Adding one tophase contrastnew mentions total23.0
INFO:root:Adding one towell understoodnew mentions total26.0
INFO:root:Adding one tomouse modelnew mentions total57.0
INFO:root:Adding one towild typenew mentions total25.0
INFO:root:Adding one tonew insightsnew mentions total34.0
INFO:root:Adding one tostructural changesnew mentions total50.0
INFO:root:Adding one tomouse modelnew mentions total58.0
INFO:root:Adding one towell understoodnew mentions total27.0
INFO:root:Adding one tonew insightsnew mentions total35.0
INFO:root:Adding one togreat potentialnew mentions total60.0
INFO:root:Adding one toimaging techniquesnew mentions total163.0
INFO:root:Adding one toimaging techniquenew mentions total95.0
INFO:root:Adding one towide varietynew mentions total20.0
INFO:root:Adding one tophase contrastnew mentions total24.0
INFO:root:Adding one toarticle presentsnew mentions total17.0
INFO:root:Adding one tomechanical propertiesnew mentions total54.0
INFO:root:Adding one topresent worknew mentions total16.0
INFO:root:Adding one tobiomedical applicationsnew mentions total17.0
INFO:root:Adding one tomicroscopy imagesnew mentions total19.0
INFO:root:Adding one tocell wallnew mentions total27.0
INFO:root:Adding one toimaging techniquenew mentions total96.0
INFO:root:Adding one tomicroscopy imagesnew mentions total20.0
INFO:root:Adding one toenvironmental factorsnew mentions total11.0
INFO:root:Adding one tomechanical propertiesnew mentions total55.0
INFO:root:Adding one tosurface morphologynew mentions total8.0
INFO:root:Adding one tomechanical propertiesnew mentions total56.0
INFO:root:Scraping for search term peptides
INFO:root:Scraping for search term mice
INFO:root:Adding one tomouse modelnew mentions total38.0
INFO:root:Adding one tonew approachnew mentions total22.0
INFO:root:Adding one tomouse modelnew mentions total44.0
INFO:root:Adding one tonew approachnew mentions total24.0
INFO:root:Adding one toepithelial cellnew mentions total16.0
INFO:root:Adding one toepithelial cellsnew mentions total33.0
INFO:root:Adding one tonew approachnew mentions total23.0
INFO:root:Adding one toepithelial cellnew mentions total19.0
INFO:root:Adding one toepithelial cellsnew mentions total44.0
INFO:root:Adding one tobreast cancernew mentions total199.0
INFO:root:Adding one toepithelial cellnew mentions total20.0
INFO:root:Adding one toepithelial cellsnew mentions total51.0
INFO:root:Adding one tobreast cancernew mentions total220.0
INFO:root:Adding one tobreast cancernew mentions total300.0
INFO:root:Adding one totumor cellsnew mentions total55.0
INFO:root:Adding one totumor volumenew mentions total86.0
INFO:root:Adding one tonew approachnew mentions total15.0
INFO:root:Adding one tocell typesnew mentions total27.0
INFO:root:Adding one totumor cellsnew mentions total51.0
INFO:root:Adding one totumor volumenew mentions total65.0
INFO:root:Adding one tomouse modelnew mentions total50.0
INFO:root:Adding one tonew approachnew mentions total19.0
INFO:root:Adding one tocell typesnew mentions total35.0
INFO:root:Adding one totumor cellsnew mentions total57.0
INFO:root:Adding one totumor volumenew mentions total59.0
INFO:root:Adding one tomouse modelnew mentions total60.0
INFO:root:Adding one toreal timenew mentions total57.0
INFO:root:Adding one tonew approachnew mentions total30.0
INFO:root:Adding one tocell typesnew mentions total51.0
INFO:root:Adding one tohemodynamic parametersnew mentions total18.0
INFO:root:Adding one tomouse modelnew mentions total59.0
INFO:root:Adding one toreal timenew mentions total64.0
INFO:root:Scraping for search term antigens
INFO:root:Adding one tocell surfacenew mentions total11.0
INFO:root:Adding one tocell surfacenew mentions total12.0
INFO:root:Adding one tocell surfacenew mentions total17.0
INFO:root:Scraping for search term chromatography
INFO:root:Adding one tobiological processesnew mentions total11.0
INFO:root:Adding one tomass spectrometrynew mentions total32.0
INFO:root:Adding one tobiological processesnew mentions total13.0
INFO:root:Adding one tomass spectrometrynew mentions total31.0
INFO:root:Adding one tomass spectrometrynew mentions total30.0
INFO:root:Adding one tomass spectrometrynew mentions total31.0
INFO:root:Adding one tobiological processesnew mentions total17.0
INFO:root:Adding one toamino acidnew mentions total8.0
INFO:root:Adding one tomass spectrometrynew mentions total31.0
INFO:root:Adding one tomass spectrometrynew mentions total32.0
INFO:root:Adding one tomass spectrometrynew mentions total33.0
INFO:root:Adding one tomass spectrometrynew mentions total29.0
INFO:root:Adding one toamino acidnew mentions total12.0
INFO:root:Adding one tomass spectrometrynew mentions total30.0
INFO:root:Adding one tomass spectrometrynew mentions total31.0
INFO:root:Adding one tomass spectrometrynew mentions total32.0
INFO:root:Adding one tomass spectrometrynew mentions total33.0
INFO:root:Adding one tomass spectrometrynew mentions total28.0
INFO:root:Adding one toamino acidnew mentions total12.0
INFO:root:Adding one tomass spectrometrynew mentions total29.0
INFO:root:Adding one tomass spectrometrynew mentions total30.0
INFO:root:Adding one tomass spectrometrynew mentions total20.0
INFO:root:Adding one tomass spectrometrynew mentions total21.0
INFO:root:Adding one tomass spectrometrynew mentions total22.0
INFO:root:Adding one toamino acidnew mentions total16.0
INFO:root:Adding one tomass spectrometrynew mentions total30.0
INFO:root:Adding one tomass spectrometrynew mentions total31.0
INFO:root:Adding one tomass spectrometrynew mentions total32.0
INFO:root:Adding one tomass spectrometrynew mentions total33.0
INFO:root:Adding one toamino acidnew mentions total35.0
INFO:root:Adding one tomass spectrometrynew mentions total26.0
INFO:root:Adding one tomass spectrometrynew mentions total27.0
INFO:root:Adding one tomass spectrometrynew mentions total28.0
INFO:root:Adding one tomass spectrometrynew mentions total29.0
INFO:root:Adding one tomass spectrometrynew mentions total40.0
INFO:root:Adding one toamino acidnew mentions total47.0
INFO:root:Adding one tomass spectrometrynew mentions total41.0
INFO:root:Adding one tomass spectrometrynew mentions total42.0
INFO:root:Adding one tomass spectrometrynew mentions total43.0
INFO:root:Adding one tomass spectrometrynew mentions total36.0
INFO:root:Adding one toamino acidnew mentions total34.0
INFO:root:Adding one tomass spectrometrynew mentions total37.0
INFO:root:Adding one tomass spectrometrynew mentions total48.0
INFO:root:Adding one tomass spectrometrynew mentions total49.0
INFO:root:Adding one toamino acidnew mentions total24.0
INFO:root:Adding one tomass spectrometrynew mentions total50.0
INFO:root:Scraping for search term lymphoma
INFO:root:Scraping for search term 4
INFO:root:Adding one tosignaling pathwaynew mentions total25.0
INFO:root:Adding one tolikely duenew mentions total10.0
INFO:root:Adding one tolikely duenew mentions total11.0
INFO:root:Adding one tolikely duenew mentions total12.0
INFO:root:Adding one tolikely duenew mentions total13.0
INFO:root:Adding one tolikely duenew mentions total14.0
INFO:root:Adding one toimaging techniquenew mentions total54.0
INFO:root:Adding one tolikely duenew mentions total10.0
INFO:root:Adding one tolikely duenew mentions total12.0
INFO:root:Adding one tolikely duenew mentions total13.0
INFO:root:Scraping for search term carcinoma
INFO:root:Adding one tocancer cellsnew mentions total65.0
INFO:root:Adding one totumor cellsnew mentions total45.0
INFO:root:Adding one tocancer cellsnew mentions total58.0
INFO:root:Adding one totumor cellsnew mentions total49.0
INFO:root:Adding one toprecision medicinenew mentions total10.0
INFO:root:Adding one tocancer cellsnew mentions total37.0
INFO:root:Adding one totumor cellsnew mentions total28.0
INFO:root:Adding one toimaging techniquenew mentions total51.0
INFO:root:Adding one totherapeutic strategiesnew mentions total22.0
INFO:root:Adding one toprecision medicinenew mentions total7.0
INFO:root:Adding one togrowth factor receptornew mentions total13.0
INFO:root:Adding one toimaging techniquenew mentions total67.0
INFO:root:Adding one totherapeutic strategiesnew mentions total21.0
INFO:root:Adding one toprecision medicinenew mentions total7.0
INFO:root:Adding one toimaging techniquenew mentions total68.0
INFO:root:Adding one togrowth factor receptornew mentions total12.0
INFO:root:Adding one toearly detectionnew mentions total77.0
INFO:root:Adding one toimaging techniquenew mentions total68.0
INFO:root:Adding one totherapeutic strategiesnew mentions total14.0
INFO:root:Adding one toimaging techniquenew mentions total69.0
INFO:root:Adding one togrowth factor receptornew mentions total14.0
INFO:root:Adding one tocancer cellsnew mentions total94.0
INFO:root:Adding one tocell linenew mentions total43.0
INFO:root:Adding one tocancer cellsnew mentions total95.0
INFO:root:Adding one tocell migrationnew mentions total17.0
INFO:root:Adding one toearly detectionnew mentions total78.0
INFO:root:Adding one toimaging techniquenew mentions total76.0
INFO:root:Adding one toinstitutional review boardnew mentions total49.0
INFO:root:Adding one tocancer cellsnew mentions total100.0
INFO:root:Adding one tocell linenew mentions total50.0
INFO:root:Adding one tocancer cellsnew mentions total101.0
INFO:root:Adding one tocell migrationnew mentions total15.0
INFO:root:Adding one toearly detectionnew mentions total69.0
INFO:root:Adding one toinstitutional review boardnew mentions total50.0
INFO:root:Adding one tocancer cellsnew mentions total123.0
INFO:root:Adding one tocell linenew mentions total51.0
INFO:root:Adding one tocancer cellsnew mentions total124.0
INFO:root:Adding one tocell migrationnew mentions total39.0
INFO:root:Adding one toinstitutional review boardnew mentions total42.0
INFO:root:Scraping for search term cells
INFO:root:Adding one tocell migrationnew mentions total17.0
INFO:root:Adding one tocell membranenew mentions total24.0
INFO:root:Adding one toneural networknew mentions total52.0
INFO:root:Adding one tocell migrationnew mentions total18.0
INFO:root:Adding one toneural networknew mentions total53.0
INFO:root:Adding one tofully understoodnew mentions total12.0
INFO:root:Adding one toshed lightnew mentions total15.0
INFO:root:Adding one toneural networknew mentions total54.0
INFO:root:Adding one toneural networknew mentions total55.0
INFO:root:Adding one tocell membranenew mentions total25.0
INFO:root:Adding one tocell linenew mentions total33.0
INFO:root:Adding one tosignaling pathwaynew mentions total23.0
INFO:root:Adding one tocell membranenew mentions total25.0
INFO:root:Adding one tofluorescence microscopynew mentions total57.0
INFO:root:Adding one tocell migrationnew mentions total14.0
INFO:root:Adding one tocell membranenew mentions total26.0
INFO:root:Adding one tocell membranenew mentions total27.0
INFO:root:Adding one tocell migrationnew mentions total15.0
INFO:root:Adding one topathological conditionsnew mentions total10.0
INFO:root:Adding one tocell membranenew mentions total28.0
INFO:root:Adding one toneural networknew mentions total46.0
INFO:root:Adding one toneural networknew mentions total47.0
INFO:root:Adding one tocell migrationnew mentions total16.0
INFO:root:Adding one tocell membranenew mentions total29.0
INFO:root:Adding one toneural networknew mentions total43.0
INFO:root:Adding one tocell linenew mentions total28.0
INFO:root:Adding one toneural networknew mentions total44.0
INFO:root:Adding one toshed lightnew mentions total14.0
INFO:root:Adding one towell establishednew mentions total27.0
INFO:root:Adding one towell establishednew mentions total28.0
INFO:root:Adding one tocell membranenew mentions total17.0
INFO:root:Adding one tocell linenew mentions total29.0
INFO:root:Adding one tocell membranenew mentions total18.0
INFO:root:Adding one tofluorescence microscopynew mentions total63.0
INFO:root:Adding one toneural networknew mentions total45.0
INFO:root:Adding one tocell membranenew mentions total19.0
INFO:root:Adding one toneural networknew mentions total46.0
INFO:root:Adding one toneural networknew mentions total47.0
INFO:root:Adding one tocell linenew mentions total30.0
INFO:root:Adding one toneural networknew mentions total48.0
INFO:root:Adding one tosignaling pathwaynew mentions total22.0
INFO:root:Adding one tocell membranenew mentions total20.0
INFO:root:Adding one tofluorescence microscopynew mentions total64.0
INFO:root:Adding one tocell linenew mentions total28.0
INFO:root:Adding one toneural networknew mentions total37.0
INFO:root:Adding one tocell membranenew mentions total11.0
INFO:root:Adding one tocell linenew mentions total29.0
INFO:root:Adding one toneural networknew mentions total38.0
INFO:root:Adding one tosignaling pathwaynew mentions total19.0
INFO:root:Adding one toneural networknew mentions total39.0
INFO:root:Adding one toexpression levelsnew mentions total28.0
INFO:root:Adding one tocell membranenew mentions total12.0
INFO:root:Adding one towell establishednew mentions total20.0
INFO:root:Adding one tocell migrationnew mentions total8.0
INFO:root:Adding one toneural networknew mentions total40.0
INFO:root:Adding one tosignaling pathwaynew mentions total20.0
INFO:root:Adding one tocell migrationnew mentions total9.0
INFO:root:Adding one toneural networknew mentions total41.0
INFO:root:Adding one tocell linenew mentions total30.0
INFO:root:Adding one toneural networknew mentions total42.0
INFO:root:Adding one toneural networknew mentions total43.0
INFO:root:Adding one toshed lightnew mentions total11.0
INFO:root:Adding one towell establishednew mentions total21.0
INFO:root:Adding one tocell linenew mentions total33.0
INFO:root:Adding one tocell linenew mentions total34.0
INFO:root:Adding one tosignaling pathwaynew mentions total25.0
INFO:root:Adding one tovarious typesnew mentions total20.0
INFO:root:Adding one toneural networknew mentions total42.0
INFO:root:Adding one toneural networknew mentions total43.0
INFO:root:Adding one toneural networknew mentions total44.0
INFO:root:Adding one toneural networknew mentions total45.0
INFO:root:Adding one toneural networknew mentions total46.0
INFO:root:Adding one toneural networknew mentions total47.0
INFO:root:Adding one towell establishednew mentions total22.0
INFO:root:Adding one toneural networknew mentions total48.0
INFO:root:Adding one tosignaling pathwaynew mentions total26.0
INFO:root:Adding one toreal timenew mentions total40.0
INFO:root:Adding one toneural networknew mentions total49.0
INFO:root:Adding one tocell membranenew mentions total11.0
INFO:root:Adding one toreal timenew mentions total34.0
INFO:root:Adding one tocell adhesionnew mentions total13.0
INFO:root:Adding one tocell migrationnew mentions total24.0
INFO:root:Adding one tocell adhesionnew mentions total14.0
INFO:root:Adding one toneural networknew mentions total52.0
INFO:root:Adding one tofully understoodnew mentions total19.0
INFO:root:Adding one tocell membranenew mentions total15.0
INFO:root:Adding one tocell linenew mentions total33.0
INFO:root:Adding one toneural networknew mentions total53.0
INFO:root:Adding one tocell migrationnew mentions total25.0
INFO:root:Adding one toshed lightnew mentions total18.0
INFO:root:Adding one tocell linenew mentions total34.0
INFO:root:Adding one toneural networknew mentions total54.0
INFO:root:Adding one tocell migrationnew mentions total26.0
INFO:root:Adding one tosignaling pathwaynew mentions total24.0
INFO:root:Adding one tovarious typesnew mentions total18.0
INFO:root:Adding one toneural networknew mentions total55.0
INFO:root:Adding one toneural networknew mentions total56.0
INFO:root:Adding one toneural networknew mentions total57.0
INFO:root:Adding one toneural networknew mentions total58.0
INFO:root:Adding one tovarious typesnew mentions total22.0
INFO:root:Adding one tocell membranenew mentions total12.0
INFO:root:Adding one toreal timenew mentions total53.0
INFO:root:Adding one tocell adhesionnew mentions total11.0
INFO:root:Adding one toneural networknew mentions total50.0
INFO:root:Adding one toflow cytometrynew mentions total33.0
INFO:root:Adding one tosignaling pathwaynew mentions total33.0
INFO:root:Adding one tovarious typesnew mentions total23.0
INFO:root:Adding one tovarious typesnew mentions total24.0
INFO:root:Adding one toflow cytometrynew mentions total34.0
INFO:root:Adding one tocell linenew mentions total42.0
INFO:root:Adding one toneural networknew mentions total51.0
INFO:root:Adding one topathological conditionsnew mentions total16.0
INFO:root:Adding one tocell migrationnew mentions total22.0
INFO:root:Adding one tofluorescence microscopynew mentions total38.0
INFO:root:Adding one toneural networknew mentions total52.0
INFO:root:Adding one toneural networknew mentions total53.0
INFO:root:Adding one tocell linenew mentions total43.0
INFO:root:Adding one tocell migrationnew mentions total23.0
INFO:root:Adding one tocell adhesionnew mentions total12.0
INFO:root:Adding one toneural networknew mentions total54.0
INFO:root:Adding one tofully understoodnew mentions total19.0
INFO:root:Adding one tocell linenew mentions total44.0
INFO:root:Adding one tovarious typesnew mentions total12.0
INFO:root:Adding one toneural networknew mentions total57.0
INFO:root:Adding one toneural networknew mentions total58.0
INFO:root:Adding one toneural networknew mentions total59.0
INFO:root:Adding one toshed lightnew mentions total18.0
INFO:root:Adding one toshed lightnew mentions total19.0
INFO:root:Adding one tocell linenew mentions total45.0
INFO:root:Adding one toneural networknew mentions total60.0
INFO:root:Adding one toneural networknew mentions total61.0
INFO:root:Adding one towell establishednew mentions total21.0
INFO:root:Adding one tocell membranenew mentions total11.0
INFO:root:Adding one toshed lightnew mentions total20.0
INFO:root:Adding one toexpression levelsnew mentions total37.0
INFO:root:Adding one toneural networknew mentions total62.0
INFO:root:Adding one toneural networknew mentions total63.0
INFO:root:Adding one tocell membranenew mentions total12.0
INFO:root:Adding one tocell adhesionnew mentions total8.0
INFO:root:Adding one tocell linenew mentions total46.0
INFO:root:Adding one toneural networknew mentions total64.0
INFO:root:Adding one tocell linenew mentions total47.0
INFO:root:Adding one tocell migrationnew mentions total18.0
INFO:root:Adding one tocell membranenew mentions total13.0
INFO:root:Adding one tosignaling pathwaynew mentions total30.0
INFO:root:Adding one tovarious typesnew mentions total13.0
INFO:root:Adding one towell establishednew mentions total22.0
INFO:root:Adding one tocell membranenew mentions total14.0
INFO:root:Adding one toreal timenew mentions total49.0
INFO:root:Adding one tocell linenew mentions total51.0
INFO:root:Adding one tocell viabilitynew mentions total53.0
INFO:root:Adding one tocell linenew mentions total52.0
INFO:root:Adding one tocell linenew mentions total53.0
INFO:root:Adding one toneural networknew mentions total72.0
INFO:root:Adding one tocell linenew mentions total54.0
INFO:root:Adding one tocell linenew mentions total55.0
INFO:root:Adding one tocell migrationnew mentions total16.0
INFO:root:Adding one tocell membranenew mentions total13.0
INFO:root:Adding one toflow cytometrynew mentions total49.0
INFO:root:Adding one tocell membranenew mentions total14.0
INFO:root:Adding one tocell membranenew mentions total15.0
INFO:root:Adding one tocell membranenew mentions total16.0
INFO:root:Adding one toreal timenew mentions total48.0
INFO:root:Adding one toneural networknew mentions total73.0
INFO:root:Adding one toshed lightnew mentions total13.0
INFO:root:Adding one tocurrently availablenew mentions total27.0
INFO:root:Adding one tofluorescence microscopynew mentions total56.0
INFO:root:Adding one toneural networknew mentions total74.0
INFO:root:Adding one tovarious typesnew mentions total13.0
INFO:root:Adding one toneural networknew mentions total75.0
INFO:root:Adding one toneural networknew mentions total76.0
INFO:root:Adding one tocell membranenew mentions total17.0
INFO:root:Adding one tovarious typesnew mentions total14.0
INFO:root:Adding one toneural networknew mentions total77.0
INFO:root:Adding one toneural networknew mentions total78.0
INFO:root:Adding one toshed lightnew mentions total19.0
INFO:root:Adding one toshed lightnew mentions total20.0
INFO:root:Adding one toneural networknew mentions total88.0
INFO:root:Adding one toneural networknew mentions total89.0
INFO:root:Adding one toneural networknew mentions total90.0
INFO:root:Adding one tocell membranenew mentions total31.0
INFO:root:Adding one toneural networknew mentions total91.0
INFO:root:Adding one tocell linenew mentions total52.0
INFO:root:Adding one tocell membranenew mentions total32.0
INFO:root:Adding one toshed lightnew mentions total21.0
INFO:root:Adding one tocell adhesionnew mentions total11.0
INFO:root:Adding one toshed lightnew mentions total22.0
INFO:root:Adding one tocell linenew mentions total53.0
INFO:root:Adding one tocell viabilitynew mentions total51.0
INFO:root:Adding one tocell linenew mentions total54.0
INFO:root:Adding one tocell membranenew mentions total33.0
INFO:root:Adding one toshed lightnew mentions total23.0
INFO:root:Adding one toneural networknew mentions total92.0
INFO:root:Adding one tovarious typesnew mentions total11.0
INFO:root:Adding one tocell linenew mentions total55.0
INFO:root:Adding one tomesenchymal stem cellsnew mentions total23.0
INFO:root:Adding one tocell viabilitynew mentions total52.0
INFO:root:Adding one toneural networknew mentions total93.0
INFO:root:Adding one tocell linenew mentions total56.0
INFO:root:Adding one toneural networknew mentions total89.0
INFO:root:Adding one toneural networknew mentions total90.0
INFO:root:Adding one toneural networknew mentions total91.0
INFO:root:Adding one tomesenchymal stem cellsnew mentions total20.0
INFO:root:Adding one tomesenchymal stem cellsnew mentions total21.0
INFO:root:Adding one toneural networknew mentions total92.0
INFO:root:Adding one toneural networknew mentions total93.0
INFO:root:Adding one tocell linenew mentions total49.0
INFO:root:Adding one tocurrently availablenew mentions total28.0
INFO:root:Adding one tovarious typesnew mentions total35.0
INFO:root:Adding one tovarious typesnew mentions total36.0
INFO:root:Adding one topathological conditionsnew mentions total25.0
INFO:root:Adding one toneural networknew mentions total94.0
INFO:root:Adding one tosignaling pathwaynew mentions total30.0
INFO:root:Adding one tofully understoodnew mentions total22.0
INFO:root:Adding one toshed lightnew mentions total22.0
INFO:root:Adding one tovarious typesnew mentions total37.0
INFO:root:Adding one toneural networknew mentions total95.0
INFO:root:Adding one toneural networknew mentions total88.0
INFO:root:Adding one tocell linenew mentions total46.0
INFO:root:Adding one toneural networknew mentions total89.0
INFO:root:Adding one tovarious typesnew mentions total39.0
INFO:root:Adding one toneural networknew mentions total90.0
INFO:root:Adding one toneural networknew mentions total91.0
INFO:root:Adding one toshed lightnew mentions total21.0
INFO:root:Adding one tocell membranenew mentions total48.0
INFO:root:Adding one toneural networknew mentions total92.0
INFO:root:Adding one toshed lightnew mentions total22.0
INFO:root:Adding one toneural networknew mentions total93.0
INFO:root:Adding one toneural networknew mentions total94.0
INFO:root:Adding one toneural networknew mentions total95.0
INFO:root:Adding one toneural networknew mentions total96.0
INFO:root:Adding one toneural networknew mentions total97.0
INFO:root:Adding one tofluorescence microscopynew mentions total127.0
INFO:root:Adding one tosignaling pathwaynew mentions total32.0
INFO:root:Adding one toneural networknew mentions total98.0
INFO:root:Adding one toneural networknew mentions total99.0
INFO:root:Adding one tocell membranenew mentions total49.0
INFO:root:Adding one toneural networknew mentions total100.0
INFO:root:Adding one tocell membranenew mentions total50.0
INFO:root:Adding one toneural networknew mentions total101.0
INFO:root:Scraping for search term statistics
INFO:root:Adding one toet alnew mentions total47.0
INFO:root:Adding one toneural activitynew mentions total39.0
INFO:root:Adding one toet alnew mentions total48.0
INFO:root:Adding one toleast squaresnew mentions total14.0
INFO:root:Adding one todetect earlynew mentions total8.0
INFO:root:Adding one topoorly understoodnew mentions total47.0
INFO:root:Adding one tocortical regionsnew mentions total17.0
INFO:root:Adding one toneuronal activitynew mentions total19.0
INFO:root:Adding one toet alnew mentions total49.0
INFO:root:Adding one toet alnew mentions total50.0
INFO:root:Adding one toet alnew mentions total51.0
